,timestamp,currentLocation,participantId,currentMode,hungerStatus,sleepStatus,apartmentId,availableBalance,jobId,financialStatus,dailyFoodBudget,weeklyExtraBudget
1303744,2022-03-05T12:20:00Z,POINT (689.1119528055925 4390.706183767572),735,AtRestaurant,Hungry,Awake,1420.0,1849.4475864232536,341,Stable,12,357.86177093167225
1303794,2022-03-05T12:20:00Z,POINT (-3900.628456664686 5975.630726651156),804,AtRecreation,BecomingHungry,Awake,1587.0,496.5773227206248,1120,Stable,16,140.0747120628446
1303917,2022-03-05T12:20:00Z,POINT (-3801.8149201380993 6372.7835001004205),974,AtRecreation,BecomingHungry,Awake,1609.0,2449.100750093091,1320,Stable,16,506.7899753469134
1303947,2022-03-05T12:20:00Z,POINT (-1709.8241770282548 3876.564618595363),1004,AtRecreation,JustAte,Awake,460.0,1859.741209103002,87,Stable,12,342.0288123607593
1303967,2022-03-05T12:25:00Z,POINT (694.2877449199094 4383.033513833294),13,AtRestaurant,Hungry,Awake,141.0,893.7759839784837,330,Stable,20,1051.336049977123
1303970,2022-03-05T12:25:00Z,POINT (1810.578134024231 4333.6262378459305),16,AtRecreation,BecomingHungry,Awake,101.0,3552.1874076939503,297,Stable,16,1385.1799131811472
1304171,2022-03-05T12:25:00Z,POINT (-230.35460515747948 3886.8407091860013),222,AtRecreation,Hungry,Awake,127.0,1795.7846242194476,250,Stable,16,434.74982215480014
1304252,2022-03-05T12:25:00Z,POINT (-1611.33485012427 3872.6500639613005),311,AtRecreation,BecomingHungry,Awake,671.0,710.5231020265957,423,Stable,20,308.38347744222574
1304319,2022-03-05T12:25:00Z,POINT (-1535.2680935450203 3813.3453620573414),385,AtRecreation,BecomingHungry,Awake,740.0,1203.3951775403918,578,Stable,16,322.4146250879129
1304455,2022-03-05T12:25:00Z,POINT (-1519.8459859823292 3829.626620630376),530,AtRecreation,BecomingHungry,Awake,1114.0,955.1812003895168,813,Stable,16,242.36818965747676
1304728,2022-03-05T12:25:00Z,POINT (-3216.414120492817 6481.138782463241),891,AtRecreation,BecomingHungry,Awake,1544.0,3026.9166173971707,1188,Stable,16,713.5884383640738
1304809,2022-03-05T12:25:00Z,POINT (-1530.4213886102536 3829.369395561523),986,AtRecreation,BecomingHungry,Awake,821.0,2537.7018894296207,264,Stable,12,580.839830657228
1304915,2022-03-05T12:30:00Z,POINT (773.5956728876653 923.1898887931784),82,AtRecreation,BecomingHungry,Awake,202.0,2326.959559424391,207,Stable,20,1530.550877171072
1304952,2022-03-05T12:30:00Z,POINT (773.294050736718 936.027882629414),119,AtRecreation,BecomingHungry,Awake,368.0,4000.019429676669,248,Stable,16,1364.1976739390905
1304995,2022-03-05T12:30:00Z,POINT (785.2591247791407 945.6142764338204),166,AtRecreation,BecomingHungry,Awake,171.0,1112.5206099600732,7,Stable,16,348.1249654263909
1305003,2022-03-05T12:30:00Z,POINT (1414.2976954250287 4016.266232334679),174,AtRestaurant,Hungry,Awake,203.0,2106.3112343834264,151,Stable,20,685.459185814142
1305075,2022-03-05T12:30:00Z,POINT (1397.2331407102022 4009.799930667305),246,AtRestaurant,Hungry,Awake,55.0,1244.6922791190173,312,Stable,20,423.67659795081056
1305146,2022-03-05T12:30:00Z,POINT (-503.4939831502011 3541.271955477085),325,AtRecreation,BecomingHungry,Awake,729.0,1092.361006285454,617,Stable,16,347.99439377435465
1305198,2022-03-05T12:30:00Z,POINT (-494.94668485712856 3548.6099085288865),381,AtRecreation,BecomingHungry,Awake,818.0,900.9914981576508,538,Stable,16,287.4187522952293
1305273,2022-03-05T12:30:00Z,POINT (-509.6504407550938 3556.854602598174),462,AtRecreation,BecameFull,Awake,651.0,995.7181002949976,604,Stable,20,342.18231338310784
1305317,2022-03-05T12:30:00Z,POINT (-3898.5717315214133 5977.648469051512),506,AtRecreation,BecomingHungry,Awake,979.0,3286.6702174228867,754,Stable,16,999.8883875798396
1305396,2022-03-05T12:30:00Z,POINT (-1688.6471989054912 3871.780475853384),609,AtRecreation,BecomingHungry,Awake,769.0,2229.3641890122426,23,Stable,12,671.8044431120819
1305399,2022-03-05T12:30:00Z,POINT (964.6132295589476 3990.9151409674746),613,AtRecreation,BecameFull,Awake,1201.0,676.4564462570069,696,Stable,16,151.82295995701682
1305459,2022-03-05T12:30:00Z,POINT (-3207.226264507878 6495.860870884617),690,AtRecreation,BecomingHungry,Awake,1145.0,1287.3843549594249,1008,Stable,16,255.66774504946983
1305474,2022-03-05T12:30:00Z,POINT (-2125.839704823968 4277.754644952513),705,AtRestaurant,Hungry,Awake,628.0,1310.5200246224108,930,Stable,20,441.5122973182764
1305531,2022-03-05T12:30:00Z,POINT (777.7654190971898 946.3051037625015),767,AtRecreation,BecomingHungry,Awake,41.0,792.4602261617554,653,Stable,12,226.8025839420692
1305551,2022-03-05T12:30:00Z,POINT (409.6447326231233 1187.8383757167182),800,AtRestaurant,Hungry,Awake,132.0,2357.8076787729924,35,Stable,12,735.4067338491052
1305560,2022-03-05T12:30:00Z,POINT (-233.32917334085025 3893.0300375141596),812,AtRecreation,BecomingHungry,Awake,1530.0,772.4675288730149,1273,Stable,16,172.28241842392566
1305562,2022-03-05T12:30:00Z,POINT (-3125.2059022341696 6686.69323162874),814,AtRestaurant,Hungry,Awake,1685.0,1593.364568179014,1042,Stable,16,475.1256597815562
1305564,2022-03-05T12:30:00Z,POINT (-812.8011445368829 4511.789606800384),819,AtRestaurant,Hungry,Awake,576.0,1938.5069575740847,85,Stable,12,629.4072113637059
1305609,2022-03-05T12:30:00Z,POINT (-236.7613565735475 3878.7505685109754),893,AtRecreation,BecomingHungry,Awake,1710.0,2465.5882846011496,1131,Stable,16,568.5345783689247
1305776,2022-03-05T12:35:00Z,POINT (-514.5248583564755 3548.9925232409314),63,AtRecreation,BecomingHungry,Awake,17.0,1760.32477445474,115,Stable,16,606.813088538379
1305781,2022-03-05T12:35:00Z,POINT (950.1855180224553 3992.6326263441583),68,AtRecreation,BecomingHungry,Awake,109.0,1506.2111579053717,161,Stable,16,532.2123522358964
1305819,2022-03-05T12:35:00Z,POINT (-253.36741116315795 5023.338691451557),106,AtRecreation,BecomingHungry,Awake,306.0,1535.5802865332284,336,Stable,20,1189.3057156476932
1305842,2022-03-05T12:35:00Z,POINT (402.8418867206949 1180.1979359210507),130,AtRestaurant,Hungry,Awake,54.0,1063.0619775535336,282,Stable,16,368.7538181722448
1306021,2022-03-05T12:35:00Z,POINT (-1764.9498600741485 4331.610737519017),320,AtRestaurant,Hungry,Awake,826.0,2076.060762316128,494,Stable,16,817.9433836891375
1306164,2022-03-05T12:35:00Z,POINT (-1531.2448010935352 3807.3940741917195),473,AtRecreation,BecomingHungry,Awake,827.0,2767.413063673523,686,Stable,16,723.4106903082654
1306224,2022-03-05T12:35:00Z,POINT (-213.1329248814263 3879.4207930391067),540,AtRecreation,BecomingHungry,Awake,948.0,1326.980818865657,918,Stable,20,476.2510644091775
1306239,2022-03-05T12:35:00Z,POINT (706.4705525833763 4404.431219502639),557,AtRestaurant,Hungry,Awake,936.0,1077.0129800196032,801,Stable,16,239.4783836556996
1306281,2022-03-05T12:35:00Z,POINT (-828.2944407511017 4500.707661665029),616,AtRestaurant,Hungry,Awake,1700.0,773.8613706587472,897,Stable,16,183.69516127679893
1306353,2022-03-05T12:35:00Z,POINT (-250.7913962501974 5030.9748212863815),704,AtRecreation,BecomingHungry,Awake,1273.0,1357.6388314750286,752,Stable,20,447.6026566419358
1306476,2022-03-05T12:35:00Z,POINT (-498.1930815010372 3544.9593159320175),871,AtRecreation,BecomingHungry,Awake,726.0,3126.3458612792538,174,Stable,12,762.0435380485067
1306669,2022-03-05T12:40:00Z,POINT (1799.8593856747405 4326.559125098938),76,AtRecreation,BecomingHungry,Awake,76.0,1306.5070705039632,252,Stable,16,509.12524266590407
1306671,2022-03-05T12:40:00Z,POINT (-1621.1363749546567 3900.333721223446),78,AtRecreation,BecomingHungry,Awake,641.0,5064.928268845345,466,Stable,12,1979.1497054173287
1306764,2022-03-05T12:40:00Z,POINT (-228.0418462161859 3869.2239448400605),175,AtRecreation,BecomingHungry,Awake,272.0,2148.583990450051,232,Stable,16,505.0048598957417
1307036,2022-03-05T12:40:00Z,POINT (-3196.1684585787702 7177.038956956918),465,AtRestaurant,Hungry,Awake,1209.0,1385.7006181617066,1058,Stable,12,441.6896531002864
1307066,2022-03-05T12:40:00Z,POINT (-1517.6697840534541 3808.36547994281),495,AtRecreation,BecameFull,Awake,718.0,1267.5308286112413,505,Stable,16,317.3597840730166
1307105,2022-03-05T12:40:00Z,POINT (-3784.459928835412 6382.624767689634),542,AtRecreation,BecomingHungry,Awake,1677.0,2352.027601622513,1190,Stable,12,759.346252212372
1307118,2022-03-05T12:40:00Z,POINT (-1228.890883411122 4940.621811167417),556,AtRestaurant,Hungry,Awake,1238.0,515.4281204577815,789,Stable,16,194.4859697809877
1307168,2022-03-05T12:40:00Z,POINT (-3781.9586112963557 6355.928993338849),625,AtRecreation,BecomingHungry,Awake,1490.0,1008.396523011277,966,Stable,16,203.10365200481235
1307170,2022-03-05T12:40:00Z,POINT (-3922.1165884862503 5501.286855572132),627,AtRestaurant,Hungry,Awake,1524.0,2103.8332715448214,1231,Stable,12,657.3934189186373
1307195,2022-03-05T12:40:00Z,POINT (-4001.359713887108 6664.940045601822),664,AtRestaurant,Hungry,Awake,1679.0,1022.926598058472,173,Stable,12,272.7949540750922
1307224,2022-03-05T12:40:00Z,POINT (-3995.76084427133 6662.752563979025),695,AtRestaurant,Hungry,Awake,1064.0,2904.978255885402,895,Stable,16,689.6584454316143
1307232,2022-03-05T12:40:00Z,POINT (949.7188201874524 3992.0498904983738),703,AtRecreation,BecomingHungry,Awake,901.0,1671.259067404024,817,Stable,16,300.2172169032094
1307244,2022-03-05T12:40:00Z,POINT (1813.6225231313294 4353.955498594124),715,AtRecreation,BecomingHungry,Awake,941.0,3482.3441192560854,831,Stable,16,782.7850325498101
1307298,2022-03-05T12:40:00Z,POINT (-3146.0043283471655 6680.361554218083),778,AtRestaurant,Hungry,Awake,1560.0,425.7463328152933,1266,Stable,16,168.86336147946466
1307328,2022-03-05T12:40:00Z,POINT (709.653051604408 4395.016772405366),823,AtRestaurant,Hungry,Awake,176.0,2556.5192781847595,234,Stable,12,724.6948633742763
1307441,2022-03-05T12:40:00Z,POINT (-227.51652651482968 3890.547841803297),978,AtRecreation,BecomingHungry,Awake,1416.0,1481.3458206691912,1075,Stable,16,274.690781826901
1307458,2022-03-05T12:40:00Z,POINT (-3891.3291845251642 5976.554450437295),995,AtRecreation,BecomingHungry,Awake,1612.0,1360.964943084434,1048,Stable,16,227.50282853015585
1307482,2022-03-05T12:45:00Z,POINT (-220.96004375763698 3886.932907108823),8,AtRecreation,BecameFull,Awake,321.0,943.0273248891064,20,Stable,20,563.4388518449811
1307583,2022-03-05T12:45:00Z,POINT (-510.4869914066225 3556.154441803238),110,AtRecreation,BecomingHungry,Awake,679.0,1959.596106280368,1035,Stable,12,687.620060303692
1307790,2022-03-05T12:45:00Z,POINT (-3989.1387550498985 6663.297770764784),329,AtRestaurant,Hungry,Awake,994.0,3005.8791032447134,1077,Stable,12,1021.0574103496302
1307847,2022-03-05T12:45:00Z,POINT (-1711.6832051048877 3874.0207761820375),394,AtRecreation,BecomingHungry,Awake,710.0,1138.8051542958829,657,Stable,16,312.0063120567934
1307912,2022-03-05T12:45:00Z,POINT (-1622.8078473617638 3888.9638032454513),461,AtRecreation,BecameFull,Awake,620.0,3015.494564224745,1264,Stable,12,907.0673552447072
1307939,2022-03-05T12:45:00Z,POINT (-220.35254069510802 3878.1360703988116),488,AtRecreation,Hungry,Awake,700.0,1395.9899957483894,425,Stable,20,453.3298688530239
1308121,2022-03-05T12:45:00Z,POINT (-515.966540775081 6292.671233845944),712,AtRestaurant,Hungry,Awake,1246.0,1812.121208800495,244,Stable,12,452.4667249876754
1308132,2022-03-05T12:45:00Z,POINT (-1532.955795223951 3815.2681470507946),723,AtRecreation,BecomingHungry,Awake,1176.0,2103.9131598280446,1322,Stable,12,464.0904025902211
1308157,2022-03-05T12:45:00Z,POINT (-3917.903794659087 5954.470229897854),748,AtRecreation,BecomingHungry,Awake,1093.0,3134.671401342492,936,Stable,20,1360.9915193252991
1308162,2022-03-05T12:45:00Z,POINT (-239.39747537532537 3877.238602328733),753,AtRecreation,BecomingHungry,Awake,1223.0,2051.6150746766493,901,Stable,16,516.3083360150117
1308185,2022-03-05T12:45:00Z,POINT (-236.79391333038868 3892.4961514648367),787,AtRecreation,Hungry,Awake,124.0,1017.5337671277052,475,Stable,12,227.39602706585453
1308242,2022-03-05T12:45:00Z,POINT (776.1976410487316 926.5110323198392),880,AtRecreation,JustAte,Awake,240.0,1588.6911927064623,1,Stable,12,470.14206273612587
1308278,2022-03-05T12:45:00Z,POINT (686.0229709248825 4383.839941770542),935,AtRestaurant,Hungry,Awake,1593.0,1552.425192026854,1304,Stable,16,291.6564648932142
1308280,2022-03-05T12:45:00Z,POINT (-3217.8324143254035 6476.500900053176),937,AtRecreation,JustAte,Awake,1436.0,2289.727105953976,550,Stable,12,597.020895849959
1308298,2022-03-05T12:45:00Z,POINT (-240.24096146188393 3874.7364819566346),955,AtRecreation,BecomingHungry,Awake,314.0,3534.460618037703,257,Stable,12,794.3310314288868
1308389,2022-03-05T12:50:00Z,POINT (-220.77315779519608 3878.334774886565),35,AtRecreation,BecomingHungry,Awake,215.0,857.8913712554964,294,Stable,20,320.75355811510224
1308469,2022-03-05T12:50:00Z,POINT (-1633.339137129788 3881.702297008075),116,AtRestaurant,Hungry,Awake,723.0,4569.310197746822,960,Stable,12,1876.7160019660896
1308488,2022-03-05T12:50:00Z,POINT (683.2566688921739 4400.557738497515),136,AtRestaurant,Hungry,Awake,312.0,3867.5325684143354,320,Stable,16,1242.0731860344
1308512,2022-03-05T12:50:00Z,POINT (-3204.312606970227 6480.628578311084),163,AtRecreation,BecomingHungry,Awake,992.0,1563.8708204652346,576,Stable,12,629.3411632981145
1308520,2022-03-05T12:50:00Z,POINT (-3919.1871830967434 5488.5228273404955),171,AtRestaurant,Hungry,Awake,1069.0,1898.8350489380475,1138,Stable,12,535.7131330000836
1308618,2022-03-05T12:50:00Z,POINT (-1612.1826631356962 3875.7933380177487),272,AtRestaurant,Hungry,Awake,1031.0,543.4621298762705,409,Stable,20,372.3802988563895
1308833,2022-03-05T12:50:00Z,POINT (-1714.6204791134103 3852.8354354431235),502,AtRecreation,BecomingHungry,Awake,451.0,1826.269018749852,583,Stable,16,377.0901953192928
1308840,2022-03-05T12:50:00Z,POINT (-237.34667739067214 3877.0543531264225),511,AtRecreation,BecomingHungry,Awake,1652.0,1230.0591838353296,1198,Stable,12,361.84675704619264
1308937,2022-03-05T12:50:00Z,POINT (-230.6672199586923 3888.527447951859),637,AtRecreation,BecomingHungry,Awake,1055.0,1754.5947796955782,863,Stable,16,578.1949916009817
1308941,2022-03-05T12:50:00Z,POINT (963.7120934516557 3981.394775251205),644,AtRecreation,BecomingHungry,Awake,139.0,824.1328225636213,313,Stable,12,254.51782545858072
1308981,2022-03-05T12:50:00Z,POINT (-500.17158132158255 3551.3933025112724),692,AtRecreation,BecomingHungry,Awake,1142.0,3499.96004815328,852,Stable,16,801.9396924340605
1308990,2022-03-05T12:50:00Z,POINT (-1620.7139981050505 3863.0197029340347),701,AtRestaurant,Hungry,Awake,1013.0,1749.923646533751,912,Stable,16,306.75794296420145
1309010,2022-03-05T12:50:00Z,POINT (-511.0886178073715 6301.8303691785895),721,AtRestaurant,Hungry,Awake,1176.0,2632.180378470263,150,Stable,12,755.3088161121749
1309093,2022-03-05T12:50:00Z,POINT (-218.79639788644786 3883.0585970227794),835,AtRecreation,BecomingHungry,Awake,1456.0,1120.2612066495544,1234,Stable,20,744.8371691979245
1309151,2022-03-05T12:50:00Z,POINT (-3130.2448579129646 6667.855577069024),928,AtRestaurant,Hungry,Awake,1352.0,2269.9132840101047,1148,Stable,16,562.8329852524881
1309181,2022-03-05T12:50:00Z,POINT (-256.77851492009546 5028.597543452663),958,AtRecreation,Hungry,Awake,70.0,2849.946748924445,34,Stable,12,679.2383963312747
1309259,2022-03-05T12:55:00Z,POINT (421.4398726836498 1195.1794993090514),25,AtRestaurant,Hungry,Awake,273.0,2143.48020232025,159,Stable,16,754.9003571438012
1309275,2022-03-05T12:55:00Z,POINT (-215.9382228757343 3863.3809861041436),41,AtRecreation,BecomingHungry,Awake,245.0,963.450839422757,54,Stable,20,351.17065810630083
1309391,2022-03-05T12:55:00Z,POINT (1815.697461686531 4349.828126614328),162,AtRecreation,BecomingHungry,Awake,193.0,726.1762205305248,133,Stable,20,391.6950333570288
1309463,2022-03-05T12:55:00Z,POINT (407.8818659386966 1205.4497373873214),234,AtRestaurant,Hungry,Awake,214.0,3230.032621893626,155,Stable,16,940.1837424126304
1309567,2022-03-05T12:55:00Z,POINT (-3932.7544756519105 5504.410495079369),347,AtRestaurant,Hungry,Awake,1696.0,1976.2478334664024,1281,Stable,12,819.4595632432611
1309573,2022-03-05T12:55:00Z,POINT (-820.2239615335332 4486.612662732214),354,AtRestaurant,Hungry,Awake,1725.0,690.4091763695137,776,Stable,12,253.03894105859368
1309652,2022-03-05T12:55:00Z,POINT (-2130.411914706853 4297.2636102009),441,AtRestaurant,Hungry,Awake,622.0,1077.637028599756,602,Stable,20,392.7376331039179
1309694,2022-03-05T12:55:00Z,POINT (-498.8287694744051 3565.651990714934),483,AtRecreation,BecomingHungry,Awake,989.0,3621.671122459756,1314,Stable,12,1106.904779351456
1309731,2022-03-05T12:55:00Z,POINT (-3181.1503189405103 7156.320385244785),525,AtRestaurant,Hungry,Awake,1581.0,811.005490328407,1271,Stable,12,329.2353463022991
1309785,2022-03-05T12:55:00Z,POINT (-3933.85453188067 5489.339205552147),592,AtRestaurant,Hungry,Awake,1627.0,2784.934391977992,1294,Stable,12,891.0151055154635
1309947,2022-03-05T12:55:00Z,POINT (710.6982687180739 4400.471487906717),795,AtRestaurant,Hungry,Awake,1574.0,522.3622285387522,1200,Stable,16,141.99875933025763
1309959,2022-03-05T12:55:00Z,POINT (-1626.8128992413249 3879.0764300598003),811,AtRestaurant,Hungry,Awake,486.0,2142.3868174194117,1259,Stable,12,672.8514626155074
1309970,2022-03-05T12:55:00Z,POINT (-487.45998186340375 3550.986441581315),829,AtRecreation,BecomingHungry,Awake,178.0,950.0749871059998,215,Stable,12,230.19863738883947
1310111,2022-03-05T12:55:00Z,POINT (-1617.9228216228607 3867.9767390867764),1008,AtRestaurant,Hungry,Awake,525.0,3188.0571544972154,55,Stable,12,687.8181847286585
1310169,2022-03-05T13:00:00Z,POINT (-490.5440143436249 3556.204939327612),56,AtRecreation,BecomingHungry,Awake,44.0,1179.791746571011,128,Stable,20,634.7020171929406
1310222,2022-03-05T13:00:00Z,POINT (-3997.147310957432 6682.3595484625885),109,AtRestaurant,Hungry,Awake,649.0,1669.0489041452877,1141,Stable,12,710.4004700411307
1310410,2022-03-05T13:00:00Z,POINT (-510.7510713532209 6308.570757878365),309,AtRestaurant,Hungry,Awake,946.0,1366.556721126111,864,Stable,12,505.918306805676
1310434,2022-03-05T13:00:00Z,POINT (-1175.5383014925123 5838.267717323909),333,AtRestaurant,Hungry,Awake,1205.0,2671.4411886208395,1097,Stable,12,995.0322017238976
1310451,2022-03-05T13:00:00Z,POINT (-3209.7910658337582 6498.048688968413),351,AtRecreation,BecomingHungry,Awake,1712.0,2058.1515071025624,1056,Stable,12,803.0465838794144
1310490,2022-03-05T13:00:00Z,POINT (-211.2785501120352 3871.9235393031017),397,AtRecreation,Hungry,Awake,780.0,1355.4777989302113,541,Stable,16,330.7813332889717
1310513,2022-03-05T13:00:00Z,POINT (-1635.4366923148452 3871.031220420934),422,AtRestaurant,Hungry,Awake,524.0,2657.174725106053,531,Stable,16,668.1342579015432
1310519,2022-03-05T13:00:00Z,POINT (-3145.879281997441 6663.296865917948),428,AtRestaurant,Hungry,Awake,261.0,1971.9643634920865,934,Stable,12,547.6643135367979
1310547,2022-03-05T13:00:00Z,POINT (-1631.1250737601695 3878.903887528598),456,AtRestaurant,Hungry,Awake,465.0,1647.147493125521,662,Stable,20,565.3737543445544
1310576,2022-03-05T13:00:00Z,POINT (-3802.6762444202514 6360.992626875377),485,AtRecreation,BecomingHungry,Awake,1023.0,1485.3862004604655,284,Stable,12,338.72311954034564
1310684,2022-03-05T13:00:00Z,POINT (-827.9575963847326 4493.929160950467),620,AtRestaurant,Hungry,Awake,995.0,783.7652018887113,965,Stable,20,450.45463052791655
1310714,2022-03-05T13:00:00Z,POINT (-3993.177095552739 6669.0039401139875),662,AtRestaurant,Hungry,Awake,1625.0,2373.584823576422,95,Stable,12,752.4937333643524
1310716,2022-03-05T13:00:00Z,POINT (-3141.619254168651 6684.852549301538),665,AtRestaurant,Hungry,Awake,1573.0,943.035271227978,1218,Stable,12,282.14439287034514
1310740,2022-03-05T13:00:00Z,POINT (-3535.3692542162776 4815.483659106805),691,AtRestaurant,Hungry,Awake,1275.0,3032.9778144568336,810,Stable,16,753.4179345600313
1310767,2022-03-05T13:00:00Z,POINT (-1612.477693593692 3866.775214495807),718,AtRestaurant,Hungry,Awake,1176.0,3366.4720418389443,843,Stable,20,1274.69880694002
1310809,2022-03-05T13:00:00Z,POINT (-3807.0620821357434 6379.4805531590455),765,AtRecreation,BecomingHungry,Awake,1384.0,1838.24884741924,1193,Stable,20,1071.1155066433778
1310939,2022-03-05T13:00:00Z,POINT (486.97999694081915 1637.2122364310294),956,AtRestaurant,Hungry,Awake,94.0,3004.0097401961125,147,Stable,12,729.9904764513057
1311031,2022-03-05T13:05:00Z,POINT (-3222.757233331235 6485.203132049576),37,AtRecreation,BecomingHungry,Awake,1080.0,1914.2854181422256,367,Stable,12,755.1707021205998
1311125,2022-03-05T13:05:00Z,POINT (773.5499459344757 934.4271800747688),133,AtRecreation,BecomingHungry,Awake,297.0,1044.9562245068785,224,Stable,16,377.1490301923754
1311130,2022-03-05T13:05:00Z,POINT (-265.98569246815947 5015.325200064678),138,AtRecreation,BecomingHungry,Awake,209.0,757.9129563040866,140,Stable,20,571.8733895243984
1311141,2022-03-05T13:05:00Z,POINT (-1610.9997080286482 3890.6225322629207),150,AtRecreation,JustAte,Awake,1129.0,3265.003213172813,434,Stable,12,1267.0705587870996
1311177,2022-03-05T13:05:00Z,POINT (-252.55745726688906 5031.008470996409),188,AtRecreation,BecomingHungry,Awake,378.0,2945.1952922484147,169,Stable,20,1978.740012553992
1311228,2022-03-05T13:05:00Z,POINT (496.8799007141901 1615.41435649509),239,AtRestaurant,Hungry,Awake,83.0,1172.3606503651158,185,Stable,20,423.7450432723952
1311413,2022-03-05T13:05:00Z,POINT (-1688.6055566379218 3857.251706908298),442,AtRecreation,BecameFull,Awake,592.0,2401.420625646719,512,Stable,16,705.660125818819
1311469,2022-03-05T13:05:00Z,POINT (-1698.7972112243085 3853.652573179584),498,AtRecreation,Hungry,Awake,812.0,1593.5894030174077,530,Stable,16,341.01018527325766
1311546,2022-03-05T13:05:00Z,POINT (-275.12462014794414 5019.602956114851),593,AtRecreation,Hungry,Awake,1638.0,1130.0993744482005,796,Stable,20,422.6232302812281
1311589,2022-03-05T13:05:00Z,POINT (-503.0038446930525 3557.627319786936),654,AtRecreation,JustAte,Awake,1224.0,1194.2974837335855,734,Stable,20,657.2294391809214
1311688,2022-03-05T13:05:00Z,POINT (1824.4787875309871 4339.558458572305),764,AtRecreation,BecomingHungry,Awake,366.0,780.740827813896,1087,Stable,12,211.1629497809804
1311705,2022-03-05T13:05:00Z,POINT (-831.8019546333267 4511.68576236886),787,AtRestaurant,Hungry,Awake,124.0,1016.6658260315616,475,Stable,12,226.5280859697109
1311745,2022-03-05T13:05:00Z,POINT (-3925.547415814433 5494.039433636364),851,AtRestaurant,Hungry,Awake,1400.0,1459.5269548144788,1287,Stable,20,845.7326005708093
1311827,2022-03-05T13:05:00Z,POINT (-3997.218159523748 6679.200693818571),964,AtRestaurant,Hungry,Awake,1478.0,1422.5302932126326,1213,Stable,16,283.0253514238629
1311838,2022-03-05T13:05:00Z,POINT (-1606.81598159157 3887.137464818298),975,AtRecreation,BecameFull,Awake,618.0,1466.8769159649228,182,Stable,12,297.2213730457341
1311960,2022-03-05T13:10:00Z,POINT (500.15484629475435 1632.3753842224305),87,AtRestaurant,Hungry,Awake,905.0,938.0435624468012,5,Stable,20,427.972008050774
1312119,2022-03-05T13:10:00Z,POINT (415.6181172079343 1183.69131722081),250,AtRestaurant,Hungry,Awake,331.0,1728.4676469327649,129,Stable,16,413.7708895702297
1312193,2022-03-05T13:10:00Z,POINT (-3800.9030455592947 6357.640156146249),332,AtRecreation,BecomingHungry,Awake,1006.0,2499.6805362497894,1041,Stable,12,961.0948363075754
1312239,2022-03-05T13:10:00Z,POINT (-1633.3848315229357 3870.103883307474),385,AtRestaurant,Hungry,Awake,740.0,1195.6332407506604,578,Stable,16,314.65268829818154
1312240,2022-03-05T13:10:00Z,POINT (-1599.6852012206155 3899.3646581192606),386,AtRecreation,BecomingHungry,Awake,489.0,2154.8743994270185,381,Stable,16,677.3345445544342
1312277,2022-03-05T13:10:00Z,POINT (-1629.9152376456914 3871.8742684843337),426,AtRestaurant,Hungry,Awake,452.0,3682.853844621442,399,Stable,16,769.7210286543019
1312332,2022-03-05T13:10:00Z,POINT (-503.5622945390731 3552.3270296467726),481,AtRecreation,BecomingHungry,Awake,458.0,1617.8801936471257,548,Stable,16,306.4112633189753
1312447,2022-03-05T13:10:00Z,POINT (-1629.2846495054237 3858.786996795549),624,AtRestaurant,Hungry,Awake,1101.0,1495.6202436728624,714,Stable,20,986.0164156440428
1312508,2022-03-05T13:10:00Z,POINT (-3135.499352713087 6669.784295415444),699,AtRestaurant,Hungry,Awake,1170.0,1973.1191224911663,1067,Stable,12,246.67232441919657
1312539,2022-03-05T13:10:00Z,POINT (-224.9275888118014 3884.449552359164),730,AtRecreation,BecomingHungry,Awake,506.0,1188.921711580179,712,Stable,20,385.83713509510216
1312615,2022-03-05T13:10:00Z,POINT (-221.75211328366188 3880.774107878502),837,AtRecreation,BecomingHungry,Awake,221.0,1044.3443432020233,446,Stable,12,243.95932725367337
1312658,2022-03-05T13:10:00Z,POINT (-3208.0884363963573 6488.57243375968),908,AtRecreation,BecomingHungry,Awake,1520.0,1863.5581820561572,1080,Stable,16,425.8926433162083
1312724,2022-03-05T13:10:00Z,POINT (-3147.8896068224008 6683.734443984043),981,AtRestaurant,Hungry,Awake,1724.0,1671.1044547829,1135,Stable,16,271.69326624729405
1312853,2022-03-05T13:15:00Z,POINT (-2122.061462076229 4296.947784368599),100,AtRestaurant,Hungry,Awake,1503.0,1572.7451816936236,402,Stable,12,497.1200654112792
1312913,2022-03-05T13:15:00Z,POINT (782.8594877095734 938.3681650498692),164,AtRecreation,BecomingHungry,Awake,263.0,2163.9767952265006,18,Stable,20,1087.39552773451
1313007,2022-03-05T13:15:00Z,POINT (-3928.481877393791 5492.364553872383),259,AtRestaurant,Hungry,Awake,1141.0,1635.122579492446,1034,Stable,12,570.7424254222326
1313025,2022-03-05T13:15:00Z,POINT (-250.8468360950874 5024.029029413784),280,AtRecreation,BecomingHungry,Awake,1090.0,2302.756298076036,885,Stable,12,951.471702661374
1313090,2022-03-05T13:15:00Z,POINT (-231.61117570978152 3864.2097233509508),350,AtRecreation,BecomingHungry,Awake,703.0,3308.510365417626,694,Stable,16,935.3637706888628
1313174,2022-03-05T13:15:00Z,POINT (-1615.6651798306596 3879.014599158762),443,AtRecreation,BecomingHungry,Awake,952.0,965.5810272872176,408,Stable,20,315.1052434152331
